arc	source	where	terms	status	hits_per_head	top_paths	quote
B958_presence_scope	main	FINDINGS.md:19	invisible	UNSWEEPABLE			So the invisible 12 has never been independently constructed here.
B958_presence_scope	main	frontier/B958_presence_scope/arc_verdict.json claim_one_line	b958 invisible found	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":6,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":6}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B973_L135_frame/SCOUT.md | frontier/B974_phaseA_synthesis/SYNTHESIS.md | docs/views/THE_SPINE.md | +3 catch-all	B958 found that the repo had NO INDEPENDENT CONSTRUCTION of M12 (the 'invisible 12')
B961_frame_instrument	main	FINDINGS.md:10	b958 b909 rebuilding verified	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B958_presence_scope/FINDINGS.md | frontier/B958_presence_scope/arc_verdict.json | tests/test_b958_presence.py | +4 catch-all	B958 found that the repo had NO INDEPENDENT CONSTRUCTION of the frame or of M12: B909 verified section LVIII by RUNNING INCOMING MATERIAL, not by rebuilding.
B961_frame_instrument	main	FINDINGS.md:43	incoming checked running before	LEAD	"{""audit/b775-braver-questions"":24,""claude/new-session-qor5up"":21,""claude/outside-bench"":27,""codex/seat-r001"":23,""main"":26,""paper/structure-genesis-first"":22}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | +5 catch-all	That is the first time; before today they were only ever checked by running incoming code.
B964_vev_correction	main	ADDENDUM_2026-09-01_PROPOSAL_refile_PROVED.md:23 (the propagation-gap paragraph -- itself later corrected in the same file's own CORRECTION section)	docs	UNSWEEPABLE			`docs/CLAIMS.md` does not exist.
B967_retraction_sweep	main	FINDINGS.md sec 5.3	registration retraction registered enforces	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":16,""claude/outside-bench"":12,""codex/seat-r001"":12,""main"":12,""paper/structure-genesis-first"":12}"	docs/CAMPAIGN_STATUS.md | docs/PRACTICES.md | docs/RETRACTED_PHRASES.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | papers/VALIDATION_LEDGER.md | scripts/gates/gates.py | +4 catch-all	**Registration is manual.** ... nothing enforces that a new retraction gets registered
B967_retraction_sweep	main	FINDINGS.md sec 5.4	comments verdict swept code	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	docs/ERROR_LEDGER.md | docs/PRACTICES.md | docs/views/VERDICT_LEDGER.md | frontier/B771_phase1_wave1/FINDINGS_WAVE2.md | frontier/B771_phase1_wave1/cells/W3-150r/compute.py | frontier/B771_phase1_wave1/cells/W4-150r/compute.py | frontier/B771_phase1_wave1/wave2_results.json | frontier/B771_phase1_wave1/wave3_results.json | +2 catch-all	`.md` only. Code comments and JSON verdict lines are not swept.
B968_sm_verdict	main	FINDINGS.md sec (B976 amendment)	cascade-closure b860-b873 b862 b864	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B976_cascade_recovery/arc_verdict.json | +1 catch-all	the first version omitted eleven of the twelve cascade-closure arcs (B860-B873) and contradicted two banked results: it called the global Z6 form 'not addressed' (B862 derives it) and hypercharge 'OPEN' (B864 derived it...)
B968_sm_verdict	main	arc_verdict.json claim_one_line	arithmetic-27 charge-orbit black-hole touched	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B962_vev_scout/FINDINGS.md | frontier/B962_vev_scout/arc_verdict.json | +1 catch-all	the arithmetic-27 idea exists in physics only in black-hole charge-orbit work and has NEVER touched a VEV
B969_kato_yukie_verify	main	arc_verdict.json claim_one_line (carried over from B968/B962 context)	arithmetic-27 charge-orbit black-hole touched	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B962_vev_scout/FINDINGS.md | frontier/B962_vev_scout/arc_verdict.json | frontier/B968_sm_verdict/arc_verdict.json | +1 catch-all	the arithmetic-27 idea exists in physics only in black-hole charge-orbit work and has NEVER touched a VEV
B969_kato_yukie_verify	main	FINDINGS.md sec 5	specification addressed ledger listed	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":7,""claude/outside-bench"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":8}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | tests/test_b969_kato.py | docs/THE_FRAMEWORK.md | frontier/B1081_hydrogen_audit/b1081_results.json | frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | docs/LAW_MAP.md | +3 catch-all	docs/SM_SPECIFICATION_LEDGER.md listed the global Z6 form as 'not addressed.' That is wrong.
B970_L134_exotics	main	PRIOR_ART_EXOTICS.md sec 1.2 (certified null, paraphrased header; full grep scope stated in file)	certified-null leptoquark diquark exotics	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"N1 -- no computed cell. grep -rl ""exotic|leptoquark|diquark|Dbar"" over every *.py in [the repo, per PRIOR_ART_EXOTICS.md's certified-null framing]"
B970_L134_exotics	main	PRIOR_ART_EXOTICS.md sec 1.1 table	requirements addressed anywhere ledger	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":10,""claude/outside-bench"":13,""codex/seat-r001"":13,""main"":13,""paper/structure-genesis-first"":12}"	docs/OPEN_LEADS.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B952_gut_ledger_rank/FINDINGS.md | frontier/B974_phaseA_synthesis/SYNTHESIS.md | frontier/B976_cascade_recovery/FINDINGS.md | docs/GUT_REQUIREMENTS_LEDGER.md | docs/SM_SPECIFICATION_LEDGER.md | +4 catch-all	docs/GUT_REQUIREMENTS_LEDGER.md ... marks them 'not addressed anywhere in the record -- absent, a named gap.'
B970_L134_exotics	main	PRIOR_ART_EXOTICS.md sec 1.1 table	b952 generation addressed progress	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | +3 catch-all	PROGRESS_LOG.md, docs/THE_SM_VERDICT.md, docs/OPEN_LEADS.md, frontier/B952_gut_ledger_rank/FINDINGS.md all four repeat 'twelve exotic states per generation ... the record has never addressed them'
B970_L134_exotics	main	WORK.md 'HONEST BOUNDARIES'	model-building three-so literature structure	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Whether the S3 / three-so(10) structure is already in the E6 model-building literature was not checked this session (no literature was read...)
B971_L132_vacuity	main	WORK.md section 7	uncertified literature remains search	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":8,""codex/seat-r001"":7,""main"":8,""paper/structure-genesis-first"":6}"	frontier/B974_phaseA_synthesis/SYNTHESIS.md | papers/P4_markov_stage/PANEL_v1_findings.md | papers/VALIDATION_LEDGER.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | +3 catch-all	No literature search was run from this cell; the scout's §4 null remains uncertified.
B971_L132_vacuity	main	PRIOR_ART_ANOMALY.md section 5	literature certify null	LEAD	"{""audit/b775-braver-questions"":32,""claude/new-session-qor5up"":27,""claude/outside-bench"":41,""codex/seat-r001"":40,""main"":40,""paper/structure-genesis-first"":32}"	docs/OPEN_LEADS.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | docs/views/VERDICT_LEDGER.md | frontier/B156_omega_strict_full_cone/FINDINGS.md | frontier/B525_are_you_sure/synthesis.txt | frontier/B666_leads_campaign/cellW33/b666_cellw33.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | +7 catch-all	It does not certify a literature null (§4).
B971_L132_vacuity	main	PRIOR_ART_ANOMALY.md section 4	web-search in-repo reachable exhausted	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Honest limit, stated first: no live search was reachable from this cell (the session's web-search budget was exhausted before it began). What follows is (i) in-repo prior art from a sweep that did reach INSPIRE, and (ii) recalled settings, flagged as such. The null is not certified.
B971_L132_vacuity	main	PRIOR_ART_ANOMALY.md section 3, table row 4	boundary-condition projection truncation orbifold	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | frontier/B8068_j2t_charge_field/PREREG_ITEMS_1_TO_4.md | +2 catch-all	No orbifold projection, no quotient, no boundary-condition truncation exists here.
B971_L132_vacuity	main	PRIOR_ART_ANOMALY.md section 3, table row 2	multiplicity corrected record module	GENERIC	"{""audit/b775-braver-questions"":48,""claude/new-session-qor5up"":47,""claude/outside-bench"":56,""codex/seat-r001"":52,""main"":58,""paper/structure-genesis-first"":48}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | +10 catch-all	"the record has the 27 (a module) and h1 = 3 (a multiplicity, explicitly corrected away from ""three copies"")"
B972_L137_split	main	SCOUT.md sec 1.1 / WORK.md sec 2.1	re-partitioning b941 b947 difference	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	frontier/B972_L137_split/SCOUT.md | frontier/B972_L137_split/WORK.md | frontier/B972_L137_split/scout.json	There is a naming difference in the record; there is no partition in the record. Re-partitioning B941's table into two classes is an act B947 performed, not one it inherited.
B972_L137_split	main	SCOUT.md sec 3.4	b911 sec7 completeness registers	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"B911's CMT_DRAFT sec7 item 9 already registers the matching open question: ""with six cubics on one resolvent, a completeness question (is there a seventh pencil cubic in the frame, and must it share the resolvent?) -- register, do not chase."""
B972_L137_split	main	WORK.md sec 4, citing B937 sec T5	appears divisor except	LEAD	"{""audit/b775-braver-questions"":26,""claude/new-session-qor5up"":26,""claude/outside-bench"":33,""codex/seat-r001"":34,""main"":33,""paper/structure-genesis-first"":26}"	docs/CRYSTALLIZATION_2026-07-09.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B600_level_ladder/packet/FINDINGS.md | frontier/B659_novelty_dossier/DOSSIER.md | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | frontier/B738_pathfinder_compiler/kill_graph.json | +4 catch-all	29 appears in no divisor computed in this cell except m_A's
B972_L137_split	main	t_probe_out.json -> note_computability	b947 computable statistic factoring	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | docs/views/THE_SPINE.md | docs/LAW_MAP.md | +3 catch-all	B947's statistic is not even COMPUTABLE for T without factoring a 174-digit cofactor
B973_L135_frame	main	frontier/B958_presence_scope/FINDINGS.md:11 (quoted in SCOUT.md §5)	invisible contains	GENERIC	"{""audit/b775-braver-questions"":65,""claude/new-session-qor5up"":62,""claude/outside-bench"":85,""codex/seat-r001"":66,""main"":74,""paper/structure-genesis-first"":59}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRICED_DOORS.md | +23 catch-all	"The repo contains no independent construction of M12 (the ""invisible 12"")."
B973_L135_frame	main	frontier/B958_presence_scope/FINDINGS.md:19 (quoted in SCOUT.md §5)	invisible	UNSWEEPABLE			So the invisible 12 has never been independently constructed here.
B973_L135_frame	main	frontier/B961_frame_instrument/FINDINGS.md:60-62 (quoted in SCOUT.md §5)	definitions precisely specific rebuild	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":11,""claude/outside-bench"":15,""codex/seat-r001"":14,""main"":13,""paper/structure-genesis-first"":13}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave3_results.json | frontier/B775_phase2_wave1/wave5_results.json | frontier/B973_L135_frame/SCOUT.md | frontier/B973_L135_frame/scout.json | papers/P4_markov_stage/PANEL_v1_findings.md | +9 catch-all	the specific frame, floor and M12 need either solo's definitions stated precisely enough to rebuild, or an independent derivation…
B973_L135_frame	main	frontier/B911_cmt_document/CMT_DRAFT.md:190 (quoted in SCOUT.md §1.5, called stale)	involution-genericity solo-tier verification recomputed	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B973_L135_frame/SCOUT.md	[W_frame = Z2×Z2 (FS4); J1a involution-genericity] solo | not recomputed | [SOLO-TIER, VERIFICATION PENDING]
B974_phaseA_synthesis	main	docs/GUT_REQUIREMENTS_LEDGER.md §C row 3', docs/THE_SM_VERDICT.md §5 row 2, docs/OPEN_LEADS.md L134, PROGRESS_LOG.md (quoted and refuted in SYNTHESIS.md §3.1: B951's PRIOR_ART_HYPERCHARGE.md and B962's PRIOR_ART_VEV.md already treat the exotic sector)	addressed anywhere record	GENERIC	"{""audit/b775-braver-questions"":34,""claude/new-session-qor5up"":28,""claude/outside-bench"":39,""codex/seat-r001"":38,""main"":39,""paper/structure-genesis-first"":32}"	docs/OPEN_LEADS.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B648_calibration_campaign/CAMPAIGN_PREREGISTRATION.md | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B753_mixing_structure/FINDINGS.md | +5 catch-all	The record has never addressed them / not addressed anywhere in the record
B974_phaseA_synthesis	main	frontier/B958_presence_scope/FINDINGS.md (quoted and refuted in SYNTHESIS.md §3.5(i))	contains	UNSWEEPABLE			the repo contains no independent construction of M12
B974_phaseA_synthesis	main	frontier/B961_frame_instrument/FINDINGS.md (quoted and refuted in SYNTHESIS.md §3.5(ii))	definitions precisely rebuild stated	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":13,""claude/outside-bench"":17,""codex/seat-r001"":16,""main"":15,""paper/structure-genesis-first"":15}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave3_results.json | frontier/B775_phase2_wave1/wave5_results.json | frontier/B973_L135_frame/SCOUT.md | frontier/B973_L135_frame/scout.json | frontier/B974_phaseA_synthesis/SYNTHESIS.md | +9 catch-all	need solo's definitions stated precisely enough to rebuild
B974_phaseA_synthesis	main	SYNTHESIS.md §5, self-reported absence-of-search	uncertified literature reachable search	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":7,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":4}"	papers/VALIDATION_LEDGER.md | docs/ERROR_LEDGER.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | +3 catch-all	No literature search was reachable in Phase A… the 'no prior art' nulls are uncertified
B976_cascade_recovery	main	self-quoted as the auditor's own earlier (wrong) claim about the global Z6 form, refuted by B862 (results.json TWO_CONFIRMED_CONTRADICTIONS.1_Z6)	addressed	UNSWEEPABLE			not addressed
B976_cascade_recovery	main	self-quoted as the auditor's own earlier (wrong) claim about hypercharge, refuted by B864 banked 2026-08-03 (results.json TWO_CONFIRMED_CONTRADICTIONS.2_hypercharge)	cancellation available sharpest anomaly	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":13,""claude/outside-bench"":16,""codex/seat-r001"":13,""main"":14,""paper/structure-genesis-first"":14}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/SM_SPECIFICATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B971_L132_vacuity/PRIOR_ART_ANOMALY.md | frontier/B971_L132_vacuity/prior_art_anomaly.json | +7 catch-all	no derivation from anomaly cancellation inside the object -- OPEN, the sharpest available target
B976_cascade_recovery	main	FINDINGS.md §3 (a stated non-absence, included for completeness since it directly answers an absence worry)	passing locked lost	LEAD	"{""audit/b775-braver-questions"":21,""claude/new-session-qor5up"":22,""claude/outside-bench"":26,""codex/seat-r001"":22,""main"":25,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/REPRESENTATION_TRIAGE.md | docs/SEAL_LEDGER.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | +8 catch-all	the repository lost nothing. Every one of those arcs is banked, locked, and passing.
B977_representation_gate	main	FINDINGS.md §6 (registration of L143, an explicit prior-absence claim about tooling, not about physics content)	substantive synthesis appears surface	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":16,""claude/outside-bench"":24,""codex/seat-r001"":18,""main"":24,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B530_natural_history/FINDINGS.md | frontier/B770_closure_census/census.json | frontier/B905_kim_litgate/panel_report.txt | +4 catch-all	Nothing checks whether a substantive banked arc appears on any synthesis surface.
B977_representation_gate	main	"FINDINGS.md §""The gap it closes"" (re: lawmap-scope and retraction-sweep gates)"	notices written	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":9,""claude/outside-bench"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":9}"	docs/PRACTICES.md | docs/REPRESENTATION_TRIAGE.md | docs/views/VERDICT_LEDGER.md | frontier/B976_cascade_recovery/FINDINGS.md | frontier/B976_cascade_recovery/arc_verdict.json | scripts/checks/representation_sweep.py | scripts/gates/gates.py | +3 catch-all	Neither notices a row that was never written.
B978_phaseA_bank	main	FINDINGS.md §4, restating B974's correction of this seat's own earlier B974 claim	b911 definitions rebuilt frame	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":9,""claude/outside-bench"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":9}"	docs/views/VERDICT_LEDGER.md | frontier/B972_L137_split/SCOUT.md | frontier/B972_L137_split/scout.json | frontier/B973_L135_frame/SCOUT.md | frontier/B973_L135_frame/WORK.md | frontier/B973_L135_frame/scout.json | frontier/B974_phaseA_synthesis/SYNTHESIS.md | +3 catch-all	the frame 'cannot be rebuilt' -- CMT_DRAFT had the definitions, B911 had built it
B978_phaseA_bank	main	FINDINGS.md §4, restating B976's finding	b862 addressed global form	LEAD	"{""audit/b775-braver-questions"":18,""claude/new-session-qor5up"":15,""claude/outside-bench"":16,""codex/seat-r001"":16,""main"":16,""paper/structure-genesis-first"":19}"	docs/OPEN_LEADS.md | docs/SM_SPECIFICATION_LEDGER.md | docs/THE_FRAMEWORK.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B968_sm_verdict/FINDINGS.md | frontier/B969_kato_yukie_verify/FINDINGS.md | frontier/B969_kato_yukie_verify/arc_verdict.json | +5 catch-all	the global ℤ6 form is 'not addressed' -- B862 derives it
B978_phaseA_bank	main	FINDINGS.md §4, restating B976's finding	b864 hypercharge sharpest target	LEAD	"{""audit/b775-braver-questions"":27,""claude/new-session-qor5up"":24,""claude/outside-bench"":26,""codex/seat-r001"":25,""main"":26,""paper/structure-genesis-first"":27}"	docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | docs/REPRESENTATION_TRIAGE.md | docs/SM_SPECIFICATION_LEDGER.md | +7 catch-all	hypercharge is 'OPEN — the sharpest target' -- B864 derived it
B979_L131_A7	main	FINDINGS.md	something declared already fourth	LEAD	"{""audit/b775-braver-questions"":19,""claude/new-session-qor5up"":18,""claude/outside-bench"":19,""codex/seat-r001"":15,""main"":18,""paper/structure-genesis-first"":18}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B972_L137_split/SCOUT.md | papers/P4_markov_stage/PANEL_v1_findings.md | +9 catch-all	the fourth time today this seat declared open or absent something already banked
B980_k3_conflation	main	FINDINGS.md	observation prediction failure orders	LEAD	"{""audit/b775-braver-questions"":30,""claude/new-session-qor5up"":27,""claude/outside-bench"":39,""codex/seat-r001"":33,""main"":36,""paper/structure-genesis-first"":27}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B600_level_ladder/packet/CAMPAIGN.md | frontier/B738_pathfinder_compiler/kill_graph.json | +9 catch-all	The '122 orders from observation' is not a failure of the object. The object never made that prediction.
B981_two_ended_correction	main	FINDINGS.md	cosmological-constant b962 homogeneity parameter	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	there is still no solution to the cosmological-constant problem here: no derivation of Lambda's value (the cone angle alpha is a free parameter -- B962's homogeneity lesson again)
B981_two_ended_correction	main	FINDINGS.md	verified reached entered tracked	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":8,""claude/outside-bench"":14,""codex/seat-r001"":10,""main"":12,""paper/structure-genesis-first"":8}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | docs/PRICED_DOORS.md | frontier/B1068_descent_inventory/w2_full_results.json | frontier/B1191_close_loop_batch3/verification/batch3_cells.json | frontier/B1195_close_loop_batch5a/verification/batch5a_cells.json | +6 catch-all	It reached the owner but never entered a tracked file -- verified by grep before writing this.
B982_file_drawer_exemption_defect	main	FINDINGS.md	justification exemption grepped silent	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":5}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | docs/RELAY_LEDGER.md | +2 catch-all	An exemption whose justification cannot be grepped is a silent hole
B983_grounding	main	FINDINGS.md	sentence checked honest absent	GENERIC	"{""audit/b775-braver-questions"":46,""claude/new-session-qor5up"":52,""claude/outside-bench"":68,""codex/seat-r001"":57,""main"":64,""paper/structure-genesis-first"":47}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/COMPUTE_THE_PROGRAM.md | docs/ERROR_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | +18 catch-all	if X is not there, X has not been checked, and the honest sentence is 'not checked' -- not 'absent'.
B983_grounding	main	FINDINGS.md	exactly checked graded nobody	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":16,""claude/outside-bench"":27,""codex/seat-r001"":20,""main"":24,""paper/structure-genesis-first"":13}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B580_chord_program/ROUND1_TRANSCRIPT.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B879_selection_cochain/packet/w0d_quantum_scout/SCOUT.md | frontier/B926_crossing_anatomy/ANATOMY.md | +15 catch-all	A rung graded BLIND may yet have an arc nobody found -- which is exactly why the grade means 'not checked' and never 'absent.'
B984_banking_protocol	main	FINDINGS.md	document blanket markov	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":24,""claude/outside-bench"":28,""codex/seat-r001"":23,""main"":23,""paper/structure-genesis-first"":20}"	docs/BANKING_PROTOCOL.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/THE_LADDER.md | docs/views/VERDICT_LEDGER.md | frontier/B768_correspondence_crosstest/audit_compute.py | frontier/B768_correspondence_crosstest/audit_output.txt | +9 catch-all	X31 -- MARKOV BLANKET: 0 arcs, in no document.
B984_banking_protocol	main	FINDINGS.md	effectively mechanism important feedback	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/BANKING_PROTOCOL.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | +2 catch-all	X32 -- FEEDBACK MECHANISM: 2 arcs, named by the owner as very important, effectively unbuilt.
