arc	source	kind	reproducible_from_committed	what	where	why
B839_b685_residue	main	IMPORTED	no	B800's 3-adic law v3~=1.428n -> 3^143 at n=100 vs B685's 3^146	FINDINGS.md:69-71	Cited from B800, not recomputed in this arc's script.
B840_close_loose_ends	main	COMPUTED	unknown	R1's vacuous SEALED verdict traced to mdnewton needing a square system but polish_mp supplying 9 complex (18 real) equations for 22 real unknowns; exception counted and loop continued before membership test	FINDINGS.md:13-21	Described as a diagnosed and fixed bug (three bugs fixed: underdetermined polish, 50-vs-70-digit truncation, double-precision control), but the actual before/after code and re-run outputs are not part of this packet's read set.
B840_close_loose_ends	main	COMPUTED	unknown	R2/V3 blind result: 9 Phi-orbits size 3 on the 27, charge split 1/10/16 gate PASS, triple intersection 16^16^16=6, singlet orbit profile (1,16,16)	FINDINGS.md:9-11	Presented as a delivered blind computation but no script or raw output file is in the read set here to check.
B840_close_loose_ends	main	UNCLEAR	no	Bronze trace field discrepancy: script computes degree 8, prereg quotes B578-D6 for degree 6 -- explicitly left UNRESOLVED	FINDINGS.md:36-38	Flagged as an open, unresolved numeric discrepancy (degree 8 computed vs degree 6 cited) and not adjudicated within this arc.
B841_provenance_pass	main	COMPUTED	unknown	167 records judged by 12 readers, 0 errors; fact_computed true 118/167 (70.7%); 118/118 pointers resolve on filesystem	FINDINGS.md:8-18	Described as mechanically verified (every true-pointer checked against the filesystem), and a 10-record seeded sample was spot-read, but the full 167-record rated dataset and verification script are not in this packet's read set.
B841_provenance_pass	main	ASSERTED	no	10-record seeded sample: 9/10 point at genuine computation, 1 (B127) behind an optional-dependency import guard	FINDINGS.md:32-45	Spot-check narrated but the specific sampled records/pointers are not shown or independently checked here.
B842_face_attachment	main	COMPUTED	unknown	Fleiss kappa=0.8732 on 16-arc 12-category calibration block, CI [0.7388,0.9603]	FINDINGS.md:8-13	calibration_ratings.json is listed as a file for this arc in other arcs (B832/B834) but was not included as a file for B842 in this packet -- so the raw per-reader labels this kappa is computed from are not in the read set for this specific arc.
B842_face_attachment	main	COMPUTED	unknown	Consistency vs existing kill-graph attachment: 58.3% per judgement, 56.2% by panel mode; B296/B523 both 12/12 'none' against corpus attachments	FINDINGS.md:30-44	Same as above -- underlying calibration data not in this arc's read set within this packet.
B845_spectral_inventory	main	IMPORTED	no	B797: 17 certified Maass eigenvalues r=3.9389->9.8371, mode-count certified 664->900 modes, max|dr|=5.42e-9; n=6 identified as parent ground state, S-invariant to 7e-10 vs others breaking at order 1	FINDINGS.md:18-19	Cited from B797 (a different arc, 'harvested from cc3'), not recomputed or re-verified in this arc; this arc only checks WHERE things live and whether documents/artifacts are internally consistent, not the underlying eigenvalue computation itself.
B845_spectral_inventory	main	IMPORTED	no	B795: 7/7 independently re-verified on this seat's own instrument (distinct from B797's original computation)	FINDINGS.md:20	Referenced as an existing verification receipt from a separate arc (B795), not re-run here.
B845_spectral_inventory	main	COMPUTED	yes	B797/eigenvalues_final.json carries 6 eigenvalues while its own FINDINGS table certifies 17 -- an internal artifact/prose mismatch	FINDINGS.md:42-48	A direct, checkable file-content discrepancy (JSON has 6 entries vs prose table's 17) that this arc discovered by reading; genuinely verifiable by anyone who opens both files, though neither is included in this packet's read set to double-check the specific count.
B848_handoff_verification	main	COMPUTED	yes	6/6 arrow/amphichirality census entries (LR, LLRR, LRR, LLRLR, LLRLRR, LLRRLR) match handoff via two independent methods (reduction-cycle det-form + box search)	verify_handoff.py: cycle_leads(), box_search(), census(); results.json census block	Full committed script implements both independent methods and results.json shows per-word matches_handoff=true for all 6; genuinely re-runnable and includes self-tests of the reduction-cycle instrument against known Pell examples (x^2-2y^2 etc, described in FINDINGS but not shown as code in the sampled first 120 lines).
B848_handoff_verification	main	COMPUTED	yes	Symmetric counterexample LLRLRR=[[2,5],[5,13]] refutes 'symmetric => no arrow'; metallic mean has norm -1 for all m=1..12, disc=m^2+4 exactly	results.json flag_symmetry_mechanism block; metallic array (m=1..12, all disc_is_m2p4=true)	Directly present in the committed results.json with per-m breakdown; a stranger can check disc=m^2+4 arithmetic by hand for each of the 12 rows shown.
B848_handoff_verification	main	COMPUTED	yes	Base-rate table: arrow share climbs from 0% (length<=5) to 56.6% (length 10, 60/106 classes) -- arrow is GENERIC not rare	results.json base_rates array	Raw counts (classes, arrow, non_amphichiral per length) committed in results.json; the enumeration method (base_rates(nmax=10) per grep of verify_handoff.py) is in the script though the exact loop body was not read in the sampled 120 lines.
B848_handoff_verification	main	COMPUTED	yes	E6 dim-78 decomposition, GKY power sums, Lambda_K residue identities, Riley polynomial equivalence	results.json e6/gky/lambda_k/riley blocks	All shown as sympy/mpmath computations with exact or high-precision (1e-35 to 1e-41) numeric results in the committed JSON; grep confirms sympy.simplify/degree calls implementing these in the script.
B849_order_parameter	main	COMPUTED	yes	CS(m004)=0 exactly (to 1.8e-15); 9 chiral manifolds (m015,m006,m007,m009,m010,m011,5_2,6_1,6_2) all CS!=0; 5 amphichiral manifolds (m004,4_1,m003,6_3,8_9) all land on {0, pi^2/2}	results.json cell1_2_panel array, cell3_lemma block	Full per-manifold CS values with symmetry_group and amphichiral flags are committed in results.json; presumably computed via SnapPy (not shown, order_parameter.py not read in full) but the panel data itself, including the positive control, is transparently laid out with exact numeric values to check.
B849_order_parameter	main	COMPUTED	yes	Complex conjugation does not fix K=Q(sqrt-3) (sends sqrt-3 to -sqrt-3), has order 2, lies in Gal(K/Q) not Gal(K^ab/K)	results.json cell4_level block	Elementary and directly checkable field-theory fact, stated with its own boolean flags in the committed JSON (conjugation_in_Gal_K_over_Q=true, conjugation_in_Gal_Kab_over_K=false).
B849_order_parameter	main	IMPORTED	no	Gal(K^ab/K) is the acting group on extremal KMS states of the BC/CMR-type system (the premise Cell 4's LEVEL MISMATCH verdict rests on)	results.json cell4_level.citation_status; FINDINGS.md sec 4	Explicitly and repeatedly flagged in the arc itself as 'DECLARED CITATION, NOT VERIFIED HERE' -- this seat did the right thing by not disguising a citation as a computation; later confirmed by B851's literature check, but even B851 leaves open whether the programme's own beta=1 system IS actually BC/CMR-type for Q(sqrt-3), which remains an unresolved in-repo assumption.
B850_length_spectrum_type	main	COMPUTED	yes	m004, m003, m015 all verdict DENSE (length-spectrum ratios have >=1 irrational ratio by PSLQ, coefficient bound 1e6); systole positive control passes (1.08707014499574 vs known 1.087070144995)	results.json cell1, cell2_m004, cell3_controls	Committed results.json shows exact PSLQ test outputs per manifold, systole match to 11 significant figures, and the full 12-ratio breakdown (n_rational/n_irrational) for each of 3 manifolds -- genuinely checkable given the same discrete-faithful-representation code.
B850_length_spectrum_type	main	COMPUTED	unknown	First published table said '0 rational' -- later found to be an artifact of a global mpmath precision setting (mp.mp.dps) being silently overwritten by another module; corrected via local workdps, verified identical at dps 15/25/40/60	FINDINGS.md:37-52	The bug-fix and multi-precision reproducibility check is narrated in FINDINGS.md but the actual before/after code diff is not shown or included in this packet's read set.
B850_length_spectrum_type	main	ASSERTED	no	Cell 4 (length-spectrum multiplicity) original result (m004 max=4 > m003=3 > m015=2, 'matching Vigneras') was ITSELF an artifact -- comparing distinct-traces-per-length (m004) against words-per-length (controls), inflating controls ~100x	FINDINGS.md:94-99	Bug and its effect narrated but not shown as code/diff; the committed results.json cell4_multiplicity block reflects only the FIXED comparison (m003/m015 controls), not the original buggy numbers, so the claimed original bug magnitude (602 vs 4) cannot be checked from files here.
B850_length_spectrum_type	main	COMPUTED	unknown	SECTION 4a (B858 correction, embedded in this FINDINGS.md): m009 (arithmetic, Q(sqrt-7), non-commensurable with m004) has max multiplicity 8, EXCEEDING m004's 4 -- so the original 'arithmetic > arithmetic > non-arithmetic' ordering does not survive	FINDINGS.md:103-130	This correction is narrated with a results table (m004=4, m003=3, m136=4, m009=8, m015=2) but the committed results.json in this packet was NOT updated to reflect it -- it still only contains the pre-correction cell4_multiplicity block with just m003/m015 as controls, not m009/m136. The corrected numbers exist only in prose.
B851_bc_litgate	main	IMPORTED	unknown	CMR paper (math/0501424) quotes: acting group is idele class group I_K/K*, free-and-transitive on extremal KMS states, isomorphic to Gal(K^ab/K); 'complex conjugation' occurs zero times in the paper	FINDINGS.md:26-46	This is a literature-citation verification (quoting a third-party paper with line references) rather than an in-repo computation; the paper itself is not committed to the repo (declared explicitly: 'the source text is quoted, not vendored'), so a stranger must fetch the external PDF/arxiv paper to verify the quotes themselves, though the quotes are given with specific line numbers for checking.
B851_bc_litgate	main	UNCLEAR	no	Whether the programme's own beta=1 system (B723) actually IS a BC/CMR-type system for Q(sqrt-3) -- named as the sole remaining load-bearing assumption, left open	FINDINGS.md:54-65, 93-98	Explicitly flagged as an unresolved in-repo question this arc does not attempt to answer; carried forward as an open item.
B852_parabolic_pressure	main	COMPUTED	yes	Doubling-map transfer-operator pressure matches the exact closed form (1-s)log2 to worst error 1.3e-15 across s=0.2..2.0 (positive control)	pressure.py: DOUBLING branches, pressure(), main() print loop lines 105-116	Full committed, runnable script; the transfer-operator/Chebyshev-collocation method and the exact comparison are both directly in the file and reproducible by running it.
B852_parabolic_pressure	main	COMPUTED	yes	Farey map (parabolic) shows a pressure plateau P~0 for s>=1, converging under grid refinement (n=32,48,64); doubling and Gauss models show no plateau	pressure.py FAREY/gauss_branches definitions, has_plateau(); FINDINGS.md table sec 3	Method fully in the script (Farey/Gauss branch definitions, pressure() computation); FINDINGS.md quotes the specific numeric grid-convergence values (e.g. s=1.2: -1.4e-3 -> -6.2e-4 -> -3.3e-4) which appear consistent with re-running the committed code, though the exact printed grid-refinement numbers were narrated in FINDINGS.md rather than present in a committed output file.
B852_parabolic_pressure	main	COMPUTED	yes	Second differences of P for the hyperbolic (doubling) model are ~1e-9-1e-10 at s=0.6,0.9,1.0,1.1,1.4 -- i.e. P is analytic, no kink even where the parabolic model transitions	pressure.py second_difference(), main() print loop lines 117-123	Directly implemented and printed by the committed script.
B853_two_faces_ssb	main	COMPUTED	yes	Reduced forms of disc -48: both have b=0, CM points 2i*sqrt3 and 2i*sqrt3/3 are purely imaginary and fixed by complex conjugation (Fact 1)	relay_verify.py: reduced_forms(), cm_point(), conjugation_fixes(), main() FACT 1 block	Full sympy-based committed code for enumerating reduced binary quadratic forms and testing conjugation-fixedness; directly re-runnable.
B853_two_faces_ssb	main	COMPUTED	yes	Conductor of disc -48 over Q(sqrt-3) is 4; gcd(2,4)=2 so Frob_2 is NOT in the domain of the Artin map Cl(O_f)=Gal(H_O/K); smallest legitimate generator is Frob_7 (nontrivial class represents 7,19,31,43)	relay_verify.py: conductor(), primes_represented(), main() FACT 2 block	Directly computed via sympy/isprime in the committed script; a genuine, checkable correction of an inherited claim from another (external) source.
B853_two_faces_ssb	main	COMPUTED	yes	h(-48)=2 (conductor 4 order) vs h(-3)=1 (maximal order) -- class numbers differ, so the symmetry is object-specific (Fact 3)	relay_verify.py: class_number(), main() FACT 3 block	Direct computation via the same reduced_forms()/class_number() functions shown in the script.
B853_two_faces_ssb	main	COMPUTED	yes	Order parameter m=sqrt5/3 is odd under Q(sqrt5) Galois conjugation but fixed under Q(sqrt-3) conjugation; B6 critical points phi/-1/phi swapped by Gal(sqrt5) and fixed by Gal(sqrt-3); critical values are exact Galois conjugates	relay_verify.py: two_faces() function (partially shown, lines 182-211)	Committed sympy code (gal5/gal3 conjugation functions, simplify-based equality checks) directly implements and outputs these boolean flags; genuinely checkable.
B853_two_faces_ssb	main	IMPORTED	no	B6's potential V(tau)=kappa(tau^3/3-tau^2/2-tau) is 'derived, not fitted'; two vacua phi,-1/phi are exact Galois conjugates with V(phi)=-1.515kappa<V(0)=0 and a barrier V(-1/phi)=+0.348kappa	FINDINGS.md:62-67	Cited from a separate arc (B6), not re-derived here; this arc verifies consistency of its Galois-conjugacy properties but does not re-derive the potential itself from first principles within this file.
B854_centralizer_exact	main	COMPUTED	yes	Cent_e6(2T) = u(1)^4 (all six brackets of the four 2T-invariants vanish)	e6_centralizer.py lines ~285-313; results.json all_brackets_vanish=true	Exact-Q Chevalley E6 built and Jacobi-verified in-script (4000 random triples), invariants built by explicit averaging over 2T, brackets computed and printed/dumped to results.json.
B854_centralizer_exact	main	ASSERTED	yes	K_C_rank = 0 (Killing form of C is degenerate/zero)	e6_centralizer.py line 304 (hardcoded in the json dump, not from an independent rank call)	Follows trivially and correctly from all_brackets_vanish=true (an abelian algebra has zero Killing form), but the script literally writes K_C_rank=0 as a constant rather than computing Kre for C's own adjoint action; low risk since it is a logical corollary of the computed brackets, not an independent claim.
B855_wrong_null_audit	main	COMPUTED	yes	covol PSL(2,O_-3), covol PSL(2,O_-1) via Humbert's formula and L-function evaluation	wrong_null.py lines 21-32 (L_chi, covolume functions), results.json covolumes	mpmath-based numeric evaluation of the Dedekind zeta L-function to 30 digits; formula and code both committed.
B855_wrong_null_audit	main	COMPUTED	yes	index(m) = vol(m)/covolume(field) is exactly 12 for m004,m003,m136,m129,m135 and 24 for m206	wrong_null.py lines 53-63; results.json panel[]	SnapPy-computed volumes divided by the covolume, tolerance 1e-12; numeric (float/mpmath) not exact rational, but that is appropriate since the target ratio is transcendental.
B855_wrong_null_audit	main	COMPUTED	yes	m003 is amphichiral; m009/m015 are not	wrong_null.py lines 65-70	Direct call to SnapPy's symmetry_group().is_amphicheiral().
B855_wrong_null_audit	main	IMPORTED	unknown	No knot complement is commensurable with 4_1 (Reid's theorem)	FINDINGS.md section 1; wrong_null.py lines 82-85	Cited as a known theorem (Reid 1991), not reproved here; correctly used as a premise to indict B438/B440/B443's claim.
B856_hearing_family_law	main	COMPUTED	yes	h(m) values, |h|^2 in {1/(phi sqrt5), phi/sqrt5, 1}, period-5 vs matrix-period-15	hearing_family.py lines 90-145; results.json rows[]	Numeric (numpy/cmath float, tolerances 1e-9/1e-12) computation on the SU(3)_2 modular data (imported from B238's su32_wrt.py); not exact rational/symbolic, though the golden-ratio target values are checked against closed-form expressions to 1e-12.
B856_hearing_family_law	main	COMPUTED	yes	h(5) = -1 exactly; golden pair sums to 1	results.json, hearing_family.py lines 110-116	Same numeric pipeline as above, floats to 1e-12 tolerance, not symbolic exactness despite the word 'exactly' in FINDINGS.
B856_hearing_family_law	main	IMPORTED	unknown (B641 not in this packet)	The observer-invariance (Re h constant across listener directions) and the five-tone census are B641's, not this arc's	FINDINGS.md section 0, C1	Self-correction citing an external banked arc; not independently re-verified here.
B857_voice_splitting	main	COMPUTED	yes	Splitting type (ram/split/inert) of primes 2,3,5,7,...,23 in Q(sqrt-3), Q(i), Q(sqrt5); a_K(p) counts	voice_splitting.py lines 28-49	Elementary exact number theory using sympy.jacobi_symbol; deterministic, no floats.
B857_voice_splitting	main	COMPUTED	yes	3 is inert in Q(sqrt5) (mutual blindness)	voice_splitting.py line 56	Same jacobi_symbol-based splitting() function.
B859_sm_handoff_scrutiny	main	COMPUTED	yes	h^v(D4) = 6, not the handoff's 7; c(SO(8)_1 x U(1)) = 5 = c(SO(10)_1) so SO(8)xU(1) IS conformal	cascade_gate.py lines 38-50	Exact Fraction arithmetic (dim = rank*(h+1) identity) plus an independent free-fermion cross-check c=N/2 for SO(N)_1.
B859_sm_handoff_scrutiny	main	ASSERTED	unknown	-1 in W(D4) (all reps of SO(8) real, no chiral matter) and Borel-de Siebenthal gives no A4 inside D4	cascade_gate.py lines 29-31; FINDINGS.md section 3	minus1_in_W() is a hardcoded lookup table of standard Lie-theory facts (by family/rank), not derived from an explicit Weyl-group computation in this script; correct as stated but not independently re-derived from root data here.
B859_sm_handoff_scrutiny	main	IMPORTED	unknown	OP = 818626500*sqrt3 at tau=2i*sqrt3, odd under Cl(O_4)=Z/2 swap	FINDINGS.md section 1	Verification is described as recomputation of an incoming handoff's j-function/CM-point identities to stated precision (5e-32, 2e-28), but the actual verifying script/witness for this specific numeric claim is not among this arc's committed files (only cascade_gate.py, which covers the h-dual gate repair, is present).
B860_step3_bit	main	COMPUTED	yes	Borel-de Siebenthal two-node removals on the extended A4 5-cycle give exactly patterns [(3,),(2,1)]	step3_bit.py lines 30-48	Direct combinatorial enumeration over all 5-choose-2 node-pair removals on the cycle.
B860_step3_bit	main	COMPUTED	yes	theta-splits (even/odd dims) for SU(5), SU(4)xU(1), SM, SU(3)xU(1)^2, via explicit numeric matrices	step3_bit.py lines 52-97, 130-136	numpy QR/lstsq/eigvals numerical linear algebra with tolerances 1e-8 to 1e-10; not exact rational but robust for these small integer-eigenvalue cases.
B860_step3_bit	main	COMPUTED	yes	The equivariant intertwiner J on Lambda^2(4) exists (SU(4) side) with equivariance deviation 4.6e-16, det=1; the SM side has a Schur-obstruction multiset mismatch	step3_bit.py lines 173-227 (addendum)	Explicit construction and numerical equivariance check over 20 random complex matrices; the Schur side is a hand-verified multiset comparison, not machine-checked exhaustively.
B860_step3_bit	main	ASSERTED	n/a	the registerability premise ('the selected option must be registerable by a measurement of the object')	FINDINGS.md section 4	Arc itself explicitly labels this a named, unproven premise -- 'not yet a theorem' -- carried forward as an open item; this is the single load-bearing assumption the whole step-3 selection rests on.
B861_fused_cascade	main	ASSERTED	unknown	Branching content (multisets of su(n)/so(n) irreps under each candidate subgroup at each cascade step)	fused_cascade.py lines 41-58 (STEPS table)	The representation-theoretic branching data (e.g. 27 of E6 under SO(10)xU(1) -> {16,10,1}; 16 under Pati-Salam -> {(4,2,1),(4bar,1,2)}) is hardcoded as literal Python tuples from standard Lie-theory tables, not derived from an explicit root-system/branching computation in this script. Standard textbook facts, but ASSERTED here rather than COMPUTED.
B861_fused_cascade	main	COMPUTED	yes	chiral() multiset-vs-conjugate comparison and the resulting unique winner at each step	fused_cascade.py lines 30-34, 60-82	Given the (asserted) branching tables, the chirality test itself and the max-dim winner selection are exact, deterministic Counter comparisons, fully reproducible from the committed script.
B862_global_form	main	COMPUTED	yes	kernel of SU(3)xSU(2)xU(1) -> S(U(3)xU(2)) is exactly Z6 (all six sixth-root indices)	global_form.py lines 24-49	Direct numeric search over a=2*pi*k/12 checking det=1 conditions; small, exact-integer-valued result despite float implementation.
B862_global_form	main	IMPORTED	unknown	Gamma in {1,Z2,Z3,Z6} are all consistent with local SM physics	FINDINGS.md line 10; global_form.py docstring	Cited to Tong arXiv:1705.01853, not re-derived here.
B863_termination	main	COMPUTED	yes	Every proper descent of the SM generation (su(2)->u(1); su(3)->su(2)xu(1) regular; su(2)_4 in su(3)_1 principal-conformal; full abelianization) is vector-like/non-chiral, while the SM itself is chiral	termination.py lines 39-64	Exact Counter-based multiset chirality test (same pattern as B860/B861/B865) on hand-entered branching data for the specific descent multisets.
B863_termination	main	COMPUTED	yes	su(2)_4 in su(3)_1 is the genuine conformal embedding (c=2=c) with the 3 branching to the real triplet	termination.py lines 52-53	Central-charge Fraction arithmetic (c=3n/(n+h) formula); the branching pattern itself (3 -> triplet) is asserted/entered as data.
B864_anomaly_ledger	main	COMPUTED	yes	Tr psi=0, Tr psi^3=0, [SO(10)]^2 psi=0 over the full 27; same for chi over the full 16	anomaly_ledger.py lines 36-44	Exact integer/Fraction arithmetic on a hardcoded generation-multiplet table (GEN list, lines 29-33) with explicit (dim, Y, chi, psi, T_SU3, T_SU2) quantum numbers per multiplet.
B864_anomaly_ledger	main	COMPUTED	yes	psi over the 16 (Tr=16,Tr^3=16,[SO(10)]^2=2) and chi over 10+5bar (Tr=5,Tr^3=125) are nonzero -- anomalous	anomaly_ledger.py lines 47-51	Same exact arithmetic, different (truncated) multiplet set.
B864_anomaly_ledger	main	COMPUTED	yes	b=c=0 forced by the three linear anomaly conditions (grav, [SU3]^2, [SU2]^2)	anomaly_ledger.py lines 54-68	sympy.solve on exact symbolic linear equations built from the same GEN table; fully exact, no floats.
B864_anomaly_ledger	main	ASSERTED	yes	The GEN table itself (quantum numbers Y, chi, psi, T_SU3, T_SU2 per SM multiplet)	anomaly_ledger.py lines 29-33	Standard SM/GUT quantum numbers entered as literal data; correct and checkable by hand, but not independently derived from a root-system computation within this script (consistent with the standard SM hypercharge assignments, matching sm_hypercharge_free() check which passes).
B865_padding_lemma	main	COMPUTED	yes	The padding lemma (M+S = conj(M)+S iff M=conj(M) for self-conjugate S)	padding.py lines 90-93	One-line algebraic proof stated in-code, then machine-verified on 2000 random multiset trials (lines 43-62); genuinely exact combinatorics, deterministic Counter arithmetic.
B865_padding_lemma	main	COMPUTED	yes	Full-27 rerun: verdicts unchanged at every step (SU(5)xU(1) chiral, Pati-Salam chiral, SM chiral, SU(4)xU(1) vector-like)	padding.py lines 65-99	Same exact Counter-based chirality test on explicitly listed full-27 branching multisets (hardcoded per-subgroup, as in B861).
B866_charge_cubic	main	COMPUTED	yes (via the independent support scripts)	The cubic 500716339200t^3 - 159667200t^2 - 28224t + 1, irreducible over Q with Galois group S3, matches the solo seat's mu up to rescaling	FINDINGS.md section 2 (this arc's own det-polynomial script is not itself in the packet's file list for this arc, only the support/verify scripts and results are)	Exact rational interpolation from 50 rational points, described in FINDINGS; the discriminant factorization (2^32*3^10*5^2*7^3*11*13^6, non-square) is stated as exact.
B866_charge_cubic	main	COMPUTED	unknown	TYPE check: derived algebra dim 45, center dim 1 at the enhancement root -> so(10)+u(1)	FINDINGS.md section 2a	Described as computed at a '55-digit root' with a '15-order spectral gap' -- i.e. a high-precision NUMERIC (not exact rational) root refinement, not committed as a separate witness script in this arc's file list.
B866_charge_cubic	main	COMPUTED	yes	Non-principal 2T embeddings in E6 give NON-ABELIAN centralizers for most orbits (e.g. dim Cent=4, dim[C,C]=3 for labels 121011 and 001010; dim Cent=35,16,14,11,etc for others)	support_2T_third_route/results.json orbits[]; verify_out.txt line 2-3; nonprincipal_2T.py	Exact-Q enumeration of all 729 candidate weighted Dynkin diagrams, certified sl2-triples, and exact bracket/rank computation of the centralizer's derived subalgebra for each orbit; this is genuinely rigorous exact-Q code.
B867_sakharov_gate	main	COMPUTED	yes	S1: su(5)-coset dim 24-12=12 = dim[(3,2)+(3bar,2)]=12 (X,Y boson content)	sakharov_gate.py lines 31-37	Trivial exact integer arithmetic on hardcoded dimensions.
B867_sakharov_gate	main	COMPUTED	yes	S2: physical KM phase count (N-1)(N-2)/2 for N=1..5; first N with a phase is 3	sakharov_gate.py lines 40-46	Exact integer formula, standard particle-physics counting (CKM/PMNS phase counting), reproducible.
B867_sakharov_gate	main	COMPUTED	yes	S3: V(phi)/kappa = -(7+5sqrt5)/12 < 0, barrier (5sqrt5-7)/12 > 0, exact Galois conjugates	sakharov_gate.py lines 49-62	Exact sympy symbolic evaluation of a stated cubic potential at phi and -1/phi; fully exact.
B867_sakharov_gate	main	IMPORTED	unknown	The transition 'consumes itself' (Dehn filling destroys the cusp, no re-equilibration channel)	sakharov_gate.py line 61	Cited to B737-P2/B852, not re-derived here.
B868_three_involutions	main	COMPUTED	yes	-w0 label maps: A4 reverses Dynkin labels (5<->5bar,10<->10bar); D5 swaps spinor nodes (16<->16bar)	three_involutions.py lines 32-42	Direct tuple manipulation matching stated Weyl-group facts for these specific small cases.
B868_three_involutions	main	COMPUTED	yes	Fixed core of Ad(diag(1,...,1,-1)) on so(10) is so(9), dim 36 of 45	three_involutions.py lines 44-49	Direct combinatorial count of basis elements E_ij-E_ji fixed under the reflection; exact.
B868_three_involutions	main	COMPUTED	yes	No complex conjugation of scalars appears anywhere in the cascade's code (B861/B863/B865)	three_involutions.py lines 69-75	A literal text-scan (grep-equivalent) for the strings 'conjugate(' and '.conj()' in the three named source files; a legitimate but shallow absence check -- it proves those exact tokens are absent, not that no antilinear operation is implicitly present under a different name.
B869_false_positive_control	main	COMPUTED	yes (partially reviewed, sample only)	21 of 31 rank<=8 simple algebras die at step 0 (chiral_capable=false), matching -1 in W (A1, all B, all C, D-even, G2, F4, E7, E8)	results.json cell1.rows[]; false_positive_control.py	Sampled the first ~120 lines of the engine and the first ~60 lines of results.json; the eligibility census logic (chiral_capable per algebra) is present and consistent with the claimed 21/31 split, but the full endpoint-census code (branching/descent logic for D-type entries, the Sym^2 negative control) was not fully read in this pass (SAMPLE_CODE mode per the packet).
B869_false_positive_control	main	COMPUTED	unknown (not fully verified in this sampled pass)	so(14) keeps an extra su(2) (endpoint SM x su(2)); su(6) Sym^2 family lands on su(3)+3u(1)	FINDINGS.md section 3	Described in FINDINGS as computed by the same generic engine; the D-type/Sym^2-specific branching code was not inspected beyond the first 120 lines in this pass.
B869_false_positive_control	main	COMPUTED	yes	A canonicalization bug (Lambda^n(n)=Lambda^0(n) distinct labels) was caught by the E6 run itself and fixed	false_positive_control.py lines 46-56; FINDINGS.md section 1	The canon() function directly visible in the sampled code, addressing exactly the described bug.
B870_lift_obstruction	main	COMPUTED	yes	H^2(pi_1(m004);A)=0 for every A (gcd(e_a,e_b)=1)	lift_obstruction.py:55-98, results.json	SnapPy presentation exponent sums computed in committed script, gcd taken directly, cross-checked against SnapPy homology in the same run; results.json is the committed witness
B870_lift_obstruction	main	COMPUTED	yes	m003 relator not a proper power / m004 relator not a proper power	lift_obstruction.py:45-52	direct period-check function, exact string computation
B870_lift_obstruction	main	ASSERTED	unknown	Lyndon asphericity applies to these presentations (so H^2 = cellular cohomology)	FINDINGS.md sec 1	cited theorem (Lyndon) applied but not independently verified in code beyond the not-proper-power certificate it depends on; the underlying general theorem is standard math, not re-derived
B871_registering_datum	main	COMPUTED	yes	keystone equivalence (register_exists == gate_chiral) holds on all 8 menu rows, both failures and all passes	registering_datum.py:139-168, results.json rows	evaluation() and even_odd_split() are exact-integer functions over Counters of the menu data imported directly from B861's fused_cascade.py; results.json records per-row booleans matching the claim
B871_registering_datum	main	COMPUTED	yes	J6=epsilon intertwines all 15 sl(4) generators (B860 reverification)	registering_datum.py:73-135	explicit exact-integer matrix construction and check function j6_intertwines(), returns True in results.json
B871_registering_datum	main	IMPORTED	no	identification stage-Theta = theta-class	FINDINGS.md sec 4	explicitly flagged by the arc itself as resting on banked grading from B599+B868, not recomputed here
B872_coset_leg	main	COMPUTED	yes	LEG A: 40 roots deleting E6 long-arm end node form D5; 32 complement roots carry charge exactly +-1 (16 each), each a single Weyl(D5) orbit through a fork-node fundamental weight	coset_leg.py:43-107, results.json leg_a	exact-integer Cartan-matrix root enumeration and orbit computation, self-contained, results.json ok=true
B872_coset_leg	main	COMPUTED	yes	LEG B: kernel 46, commutant dim 1 (absolute irreducibility), Killing form isotropy/rank at 3 Galois roots, 40+ digit precision, real spectrum +-q	coset_leg.py:109-316 (sampled), results.json leg_b	mpmath high-precision numerics with explicit residuals/gaps reported (1e-29 to 1e-37 vs 40-order spectral gaps); numeric not exact-field, arc itself flags this ('not exact field arithmetic')
B872_coset_leg	main	COMPUTED	yes	cubic_modp_check.py: fresh build's enhancement cubic = banked(t/13) mod 2^61-1	cubic_modp_check.py:22-157	modular arithmetic over a large prime, exact integer computation with explicit assert statements on mu==1/13 and degree-2/3 consistency
B873_p5_gate	main	COMPUTED	yes	all 19 dim>=winner c-match impostors disposed by computed kills; no UNKILLED rows, no surviving winner-dim ties	p5_menu_gate.py (Fraction-based scan, sampled), results.json impostors	exact Fraction arithmetic for central charges and levels; results.json lists every row's disposal reason and dim explicitly, matching the FINDINGS table
B873_p5_gate	main	COMPUTED	yes	A1-level cap theorem: embedded sl2 conformal level <= principal sl2 index = rank*h*(h+1)/6 (156/60/20)	results.json a1_cap_justification; FINDINGS.md sec 2 item 3	closed-form arithmetic bound recorded in results.json for E6/D5/A4
B873_p5_gate	main	COMPUTED	yes	SU(3)_9 addendum: unique self-conjugate solution (2,2) of su(3) for the 27-branching	results.json su3_9; FINDINGS.md addendum	exhaustive enumeration over A2 irrep multisets with dim/index constraints, result recorded as unique
B873_p5_gate	main	IMPORTED	no	existence of the sub-winner special (S-)candidates (F4, SO(9), etc.)	FINDINGS.md sec 4; residual_citations in results.json	arc explicitly states these still rest on Dynkin 1952 / de Graaf 2011 / Slansky tables, 'unneeded for uniqueness' but not independently re-derived here
